Sample	command
SRR1945516	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945516_fastp.html -j fastp_output/SRR1945516_se_fastp.json -i SRR1945516.fastq.gz -o trimmed_reads/SRR1945516_trim.fastq.gz 
SRR1945517	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945517_fastp.html -j fastp_output/SRR1945517_se_fastp.json -i SRR1945517.fastq.gz -o trimmed_reads/SRR1945517_trim.fastq.gz 
SRR1945518_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945518_fastp.html -j fastp_output/SRR1945518_pe_fastp.json -i SRR1945518_1.fastq.gz -I SRR1945518_2.fastq.gz -o trimmed_reads/SRR1945518_1_trim.fastq.gz -O trimmed_reads/SRR1945518_2_trim.fastq.gz 
SRR1945519_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945519_fastp.html -j fastp_output/SRR1945519_pe_fastp.json -i SRR1945519_1.fastq.gz -I SRR1945519_2.fastq.gz -o trimmed_reads/SRR1945519_1_trim.fastq.gz -O trimmed_reads/SRR1945519_2_trim.fastq.gz 
SRR1945520_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945520_fastp.html -j fastp_output/SRR1945520_pe_fastp.json -i SRR1945520_1.fastq.gz -I SRR1945520_2.fastq.gz -o trimmed_reads/SRR1945520_1_trim.fastq.gz -O trimmed_reads/SRR1945520_2_trim.fastq.gz 
SRR1945521_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945521_fastp.html -j fastp_output/SRR1945521_pe_fastp.json -i SRR1945521_1.fastq.gz -I SRR1945521_2.fastq.gz -o trimmed_reads/SRR1945521_1_trim.fastq.gz -O trimmed_reads/SRR1945521_2_trim.fastq.gz 
SRR1945522_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945522_fastp.html -j fastp_output/SRR1945522_pe_fastp.json -i SRR1945522_1.fastq.gz -I SRR1945522_2.fastq.gz -o trimmed_reads/SRR1945522_1_trim.fastq.gz -O trimmed_reads/SRR1945522_2_trim.fastq.gz 
SRR1945523_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945523_fastp.html -j fastp_output/SRR1945523_pe_fastp.json -i SRR1945523_1.fastq.gz -I SRR1945523_2.fastq.gz -o trimmed_reads/SRR1945523_1_trim.fastq.gz -O trimmed_reads/SRR1945523_2_trim.fastq.gz 
SRR1945524	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945524_fastp.html -j fastp_output/SRR1945524_se_fastp.json -i SRR1945524.fastq.gz -o trimmed_reads/SRR1945524_trim.fastq.gz 
SRR1945525	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945525_fastp.html -j fastp_output/SRR1945525_se_fastp.json -i SRR1945525.fastq.gz -o trimmed_reads/SRR1945525_trim.fastq.gz 
SRR1945526	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945526_fastp.html -j fastp_output/SRR1945526_se_fastp.json -i SRR1945526.fastq.gz -o trimmed_reads/SRR1945526_trim.fastq.gz 
SRR1945527_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945527_fastp.html -j fastp_output/SRR1945527_pe_fastp.json -i SRR1945527_1.fastq.gz -I SRR1945527_2.fastq.gz -o trimmed_reads/SRR1945527_1_trim.fastq.gz -O trimmed_reads/SRR1945527_2_trim.fastq.gz 
SRR1945528	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945528_fastp.html -j fastp_output/SRR1945528_se_fastp.json -i SRR1945528.fastq.gz -o trimmed_reads/SRR1945528_trim.fastq.gz 
SRR1945529	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945529_fastp.html -j fastp_output/SRR1945529_se_fastp.json -i SRR1945529.fastq.gz -o trimmed_reads/SRR1945529_trim.fastq.gz 
SRR1945530	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945530_fastp.html -j fastp_output/SRR1945530_se_fastp.json -i SRR1945530.fastq.gz -o trimmed_reads/SRR1945530_trim.fastq.gz 
SRR1945531_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945531_fastp.html -j fastp_output/SRR1945531_pe_fastp.json -i SRR1945531_1.fastq.gz -I SRR1945531_2.fastq.gz -o trimmed_reads/SRR1945531_1_trim.fastq.gz -O trimmed_reads/SRR1945531_2_trim.fastq.gz 
SRR1945532_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945532_fastp.html -j fastp_output/SRR1945532_pe_fastp.json -i SRR1945532_1.fastq.gz -I SRR1945532_2.fastq.gz -o trimmed_reads/SRR1945532_1_trim.fastq.gz -O trimmed_reads/SRR1945532_2_trim.fastq.gz 
SRR1945533_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945533_fastp.html -j fastp_output/SRR1945533_pe_fastp.json -i SRR1945533_1.fastq.gz -I SRR1945533_2.fastq.gz -o trimmed_reads/SRR1945533_1_trim.fastq.gz -O trimmed_reads/SRR1945533_2_trim.fastq.gz 
SRR1945534_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945534_fastp.html -j fastp_output/SRR1945534_pe_fastp.json -i SRR1945534_1.fastq.gz -I SRR1945534_2.fastq.gz -o trimmed_reads/SRR1945534_1_trim.fastq.gz -O trimmed_reads/SRR1945534_2_trim.fastq.gz 
SRR1945535_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945535_fastp.html -j fastp_output/SRR1945535_pe_fastp.json -i SRR1945535_1.fastq.gz -I SRR1945535_2.fastq.gz -o trimmed_reads/SRR1945535_1_trim.fastq.gz -O trimmed_reads/SRR1945535_2_trim.fastq.gz 
SRR1945536_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945536_fastp.html -j fastp_output/SRR1945536_pe_fastp.json -i SRR1945536_1.fastq.gz -I SRR1945536_2.fastq.gz -o trimmed_reads/SRR1945536_1_trim.fastq.gz -O trimmed_reads/SRR1945536_2_trim.fastq.gz 
SRR1945537_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945537_fastp.html -j fastp_output/SRR1945537_pe_fastp.json -i SRR1945537_1.fastq.gz -I SRR1945537_2.fastq.gz -o trimmed_reads/SRR1945537_1_trim.fastq.gz -O trimmed_reads/SRR1945537_2_trim.fastq.gz 
SRR1945538_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945538_fastp.html -j fastp_output/SRR1945538_pe_fastp.json -i SRR1945538_1.fastq.gz -I SRR1945538_2.fastq.gz -o trimmed_reads/SRR1945538_1_trim.fastq.gz -O trimmed_reads/SRR1945538_2_trim.fastq.gz 
SRR1945539_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945539_fastp.html -j fastp_output/SRR1945539_pe_fastp.json -i SRR1945539_1.fastq.gz -I SRR1945539_2.fastq.gz -o trimmed_reads/SRR1945539_1_trim.fastq.gz -O trimmed_reads/SRR1945539_2_trim.fastq.gz 
SRR1945540_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945540_fastp.html -j fastp_output/SRR1945540_pe_fastp.json -i SRR1945540_1.fastq.gz -I SRR1945540_2.fastq.gz -o trimmed_reads/SRR1945540_1_trim.fastq.gz -O trimmed_reads/SRR1945540_2_trim.fastq.gz 
SRR1945541_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945541_fastp.html -j fastp_output/SRR1945541_pe_fastp.json -i SRR1945541_1.fastq.gz -I SRR1945541_2.fastq.gz -o trimmed_reads/SRR1945541_1_trim.fastq.gz -O trimmed_reads/SRR1945541_2_trim.fastq.gz 
SRR1945542	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945542_fastp.html -j fastp_output/SRR1945542_se_fastp.json -i SRR1945542.fastq.gz -o trimmed_reads/SRR1945542_trim.fastq.gz 
SRR1945543	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945543_fastp.html -j fastp_output/SRR1945543_se_fastp.json -i SRR1945543.fastq.gz -o trimmed_reads/SRR1945543_trim.fastq.gz 
SRR1945544_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945544_fastp.html -j fastp_output/SRR1945544_pe_fastp.json -i SRR1945544_1.fastq.gz -I SRR1945544_2.fastq.gz -o trimmed_reads/SRR1945544_1_trim.fastq.gz -O trimmed_reads/SRR1945544_2_trim.fastq.gz 
SRR1945545_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945545_fastp.html -j fastp_output/SRR1945545_pe_fastp.json -i SRR1945545_1.fastq.gz -I SRR1945545_2.fastq.gz -o trimmed_reads/SRR1945545_1_trim.fastq.gz -O trimmed_reads/SRR1945545_2_trim.fastq.gz 
SRR1945546_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945546_fastp.html -j fastp_output/SRR1945546_pe_fastp.json -i SRR1945546_1.fastq.gz -I SRR1945546_2.fastq.gz -o trimmed_reads/SRR1945546_1_trim.fastq.gz -O trimmed_reads/SRR1945546_2_trim.fastq.gz 
SRR1945547_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945547_fastp.html -j fastp_output/SRR1945547_pe_fastp.json -i SRR1945547_1.fastq.gz -I SRR1945547_2.fastq.gz -o trimmed_reads/SRR1945547_1_trim.fastq.gz -O trimmed_reads/SRR1945547_2_trim.fastq.gz 
SRR1945548_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945548_fastp.html -j fastp_output/SRR1945548_pe_fastp.json -i SRR1945548_1.fastq.gz -I SRR1945548_2.fastq.gz -o trimmed_reads/SRR1945548_1_trim.fastq.gz -O trimmed_reads/SRR1945548_2_trim.fastq.gz 
SRR1945549_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945549_fastp.html -j fastp_output/SRR1945549_pe_fastp.json -i SRR1945549_1.fastq.gz -I SRR1945549_2.fastq.gz -o trimmed_reads/SRR1945549_1_trim.fastq.gz -O trimmed_reads/SRR1945549_2_trim.fastq.gz 
SRR1945550_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945550_fastp.html -j fastp_output/SRR1945550_pe_fastp.json -i SRR1945550_1.fastq.gz -I SRR1945550_2.fastq.gz -o trimmed_reads/SRR1945550_1_trim.fastq.gz -O trimmed_reads/SRR1945550_2_trim.fastq.gz 
SRR1945551_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945551_fastp.html -j fastp_output/SRR1945551_pe_fastp.json -i SRR1945551_1.fastq.gz -I SRR1945551_2.fastq.gz -o trimmed_reads/SRR1945551_1_trim.fastq.gz -O trimmed_reads/SRR1945551_2_trim.fastq.gz 
SRR1945552_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945552_fastp.html -j fastp_output/SRR1945552_pe_fastp.json -i SRR1945552_1.fastq.gz -I SRR1945552_2.fastq.gz -o trimmed_reads/SRR1945552_1_trim.fastq.gz -O trimmed_reads/SRR1945552_2_trim.fastq.gz 
SRR1945553_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945553_fastp.html -j fastp_output/SRR1945553_pe_fastp.json -i SRR1945553_1.fastq.gz -I SRR1945553_2.fastq.gz -o trimmed_reads/SRR1945553_1_trim.fastq.gz -O trimmed_reads/SRR1945553_2_trim.fastq.gz 
SRR1945554_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945554_fastp.html -j fastp_output/SRR1945554_pe_fastp.json -i SRR1945554_1.fastq.gz -I SRR1945554_2.fastq.gz -o trimmed_reads/SRR1945554_1_trim.fastq.gz -O trimmed_reads/SRR1945554_2_trim.fastq.gz 
SRR1945555_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945555_fastp.html -j fastp_output/SRR1945555_pe_fastp.json -i SRR1945555_1.fastq.gz -I SRR1945555_2.fastq.gz -o trimmed_reads/SRR1945555_1_trim.fastq.gz -O trimmed_reads/SRR1945555_2_trim.fastq.gz 
SRR1945556_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945556_fastp.html -j fastp_output/SRR1945556_pe_fastp.json -i SRR1945556_1.fastq.gz -I SRR1945556_2.fastq.gz -o trimmed_reads/SRR1945556_1_trim.fastq.gz -O trimmed_reads/SRR1945556_2_trim.fastq.gz 
SRR1945557_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945557_fastp.html -j fastp_output/SRR1945557_pe_fastp.json -i SRR1945557_1.fastq.gz -I SRR1945557_2.fastq.gz -o trimmed_reads/SRR1945557_1_trim.fastq.gz -O trimmed_reads/SRR1945557_2_trim.fastq.gz 
SRR1945558_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945558_fastp.html -j fastp_output/SRR1945558_pe_fastp.json -i SRR1945558_1.fastq.gz -I SRR1945558_2.fastq.gz -o trimmed_reads/SRR1945558_1_trim.fastq.gz -O trimmed_reads/SRR1945558_2_trim.fastq.gz 
SRR1945559_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945559_fastp.html -j fastp_output/SRR1945559_pe_fastp.json -i SRR1945559_1.fastq.gz -I SRR1945559_2.fastq.gz -o trimmed_reads/SRR1945559_1_trim.fastq.gz -O trimmed_reads/SRR1945559_2_trim.fastq.gz 
SRR1945560_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945560_fastp.html -j fastp_output/SRR1945560_pe_fastp.json -i SRR1945560_1.fastq.gz -I SRR1945560_2.fastq.gz -o trimmed_reads/SRR1945560_1_trim.fastq.gz -O trimmed_reads/SRR1945560_2_trim.fastq.gz 
SRR1945561_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945561_fastp.html -j fastp_output/SRR1945561_pe_fastp.json -i SRR1945561_1.fastq.gz -I SRR1945561_2.fastq.gz -o trimmed_reads/SRR1945561_1_trim.fastq.gz -O trimmed_reads/SRR1945561_2_trim.fastq.gz 
SRR1945562_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945562_fastp.html -j fastp_output/SRR1945562_pe_fastp.json -i SRR1945562_1.fastq.gz -I SRR1945562_2.fastq.gz -o trimmed_reads/SRR1945562_1_trim.fastq.gz -O trimmed_reads/SRR1945562_2_trim.fastq.gz 
SRR1945563_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945563_fastp.html -j fastp_output/SRR1945563_pe_fastp.json -i SRR1945563_1.fastq.gz -I SRR1945563_2.fastq.gz -o trimmed_reads/SRR1945563_1_trim.fastq.gz -O trimmed_reads/SRR1945563_2_trim.fastq.gz 
SRR1945564_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945564_fastp.html -j fastp_output/SRR1945564_pe_fastp.json -i SRR1945564_1.fastq.gz -I SRR1945564_2.fastq.gz -o trimmed_reads/SRR1945564_1_trim.fastq.gz -O trimmed_reads/SRR1945564_2_trim.fastq.gz 
SRR1945565_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945565_fastp.html -j fastp_output/SRR1945565_pe_fastp.json -i SRR1945565_1.fastq.gz -I SRR1945565_2.fastq.gz -o trimmed_reads/SRR1945565_1_trim.fastq.gz -O trimmed_reads/SRR1945565_2_trim.fastq.gz 
SRR1945566_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945566_fastp.html -j fastp_output/SRR1945566_pe_fastp.json -i SRR1945566_1.fastq.gz -I SRR1945566_2.fastq.gz -o trimmed_reads/SRR1945566_1_trim.fastq.gz -O trimmed_reads/SRR1945566_2_trim.fastq.gz 
SRR1945567_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945567_fastp.html -j fastp_output/SRR1945567_pe_fastp.json -i SRR1945567_1.fastq.gz -I SRR1945567_2.fastq.gz -o trimmed_reads/SRR1945567_1_trim.fastq.gz -O trimmed_reads/SRR1945567_2_trim.fastq.gz 
SRR1945568_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945568_fastp.html -j fastp_output/SRR1945568_pe_fastp.json -i SRR1945568_1.fastq.gz -I SRR1945568_2.fastq.gz -o trimmed_reads/SRR1945568_1_trim.fastq.gz -O trimmed_reads/SRR1945568_2_trim.fastq.gz 
SRR1945569_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945569_fastp.html -j fastp_output/SRR1945569_pe_fastp.json -i SRR1945569_1.fastq.gz -I SRR1945569_2.fastq.gz -o trimmed_reads/SRR1945569_1_trim.fastq.gz -O trimmed_reads/SRR1945569_2_trim.fastq.gz 
SRR1945570_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945570_fastp.html -j fastp_output/SRR1945570_pe_fastp.json -i SRR1945570_1.fastq.gz -I SRR1945570_2.fastq.gz -o trimmed_reads/SRR1945570_1_trim.fastq.gz -O trimmed_reads/SRR1945570_2_trim.fastq.gz 
SRR1945571_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945571_fastp.html -j fastp_output/SRR1945571_pe_fastp.json -i SRR1945571_1.fastq.gz -I SRR1945571_2.fastq.gz -o trimmed_reads/SRR1945571_1_trim.fastq.gz -O trimmed_reads/SRR1945571_2_trim.fastq.gz 
SRR1945572_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945572_fastp.html -j fastp_output/SRR1945572_pe_fastp.json -i SRR1945572_1.fastq.gz -I SRR1945572_2.fastq.gz -o trimmed_reads/SRR1945572_1_trim.fastq.gz -O trimmed_reads/SRR1945572_2_trim.fastq.gz 
SRR1945573_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945573_fastp.html -j fastp_output/SRR1945573_pe_fastp.json -i SRR1945573_1.fastq.gz -I SRR1945573_2.fastq.gz -o trimmed_reads/SRR1945573_1_trim.fastq.gz -O trimmed_reads/SRR1945573_2_trim.fastq.gz 
SRR1945574_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945574_fastp.html -j fastp_output/SRR1945574_pe_fastp.json -i SRR1945574_1.fastq.gz -I SRR1945574_2.fastq.gz -o trimmed_reads/SRR1945574_1_trim.fastq.gz -O trimmed_reads/SRR1945574_2_trim.fastq.gz 
SRR1945575_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945575_fastp.html -j fastp_output/SRR1945575_pe_fastp.json -i SRR1945575_1.fastq.gz -I SRR1945575_2.fastq.gz -o trimmed_reads/SRR1945575_1_trim.fastq.gz -O trimmed_reads/SRR1945575_2_trim.fastq.gz 
SRR1945576_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945576_fastp.html -j fastp_output/SRR1945576_pe_fastp.json -i SRR1945576_1.fastq.gz -I SRR1945576_2.fastq.gz -o trimmed_reads/SRR1945576_1_trim.fastq.gz -O trimmed_reads/SRR1945576_2_trim.fastq.gz 
SRR1945577_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945577_fastp.html -j fastp_output/SRR1945577_pe_fastp.json -i SRR1945577_1.fastq.gz -I SRR1945577_2.fastq.gz -o trimmed_reads/SRR1945577_1_trim.fastq.gz -O trimmed_reads/SRR1945577_2_trim.fastq.gz 
SRR1945578_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945578_fastp.html -j fastp_output/SRR1945578_pe_fastp.json -i SRR1945578_1.fastq.gz -I SRR1945578_2.fastq.gz -o trimmed_reads/SRR1945578_1_trim.fastq.gz -O trimmed_reads/SRR1945578_2_trim.fastq.gz 
SRR1945579_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945579_fastp.html -j fastp_output/SRR1945579_pe_fastp.json -i SRR1945579_1.fastq.gz -I SRR1945579_2.fastq.gz -o trimmed_reads/SRR1945579_1_trim.fastq.gz -O trimmed_reads/SRR1945579_2_trim.fastq.gz 
SRR1945580_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945580_fastp.html -j fastp_output/SRR1945580_pe_fastp.json -i SRR1945580_1.fastq.gz -I SRR1945580_2.fastq.gz -o trimmed_reads/SRR1945580_1_trim.fastq.gz -O trimmed_reads/SRR1945580_2_trim.fastq.gz 
SRR1945581_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945581_fastp.html -j fastp_output/SRR1945581_pe_fastp.json -i SRR1945581_1.fastq.gz -I SRR1945581_2.fastq.gz -o trimmed_reads/SRR1945581_1_trim.fastq.gz -O trimmed_reads/SRR1945581_2_trim.fastq.gz 
SRR1945582_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945582_fastp.html -j fastp_output/SRR1945582_pe_fastp.json -i SRR1945582_1.fastq.gz -I SRR1945582_2.fastq.gz -o trimmed_reads/SRR1945582_1_trim.fastq.gz -O trimmed_reads/SRR1945582_2_trim.fastq.gz 
SRR1945583_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945583_fastp.html -j fastp_output/SRR1945583_pe_fastp.json -i SRR1945583_1.fastq.gz -I SRR1945583_2.fastq.gz -o trimmed_reads/SRR1945583_1_trim.fastq.gz -O trimmed_reads/SRR1945583_2_trim.fastq.gz 
SRR1945584_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945584_fastp.html -j fastp_output/SRR1945584_pe_fastp.json -i SRR1945584_1.fastq.gz -I SRR1945584_2.fastq.gz -o trimmed_reads/SRR1945584_1_trim.fastq.gz -O trimmed_reads/SRR1945584_2_trim.fastq.gz 
SRR1945585_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945585_fastp.html -j fastp_output/SRR1945585_pe_fastp.json -i SRR1945585_1.fastq.gz -I SRR1945585_2.fastq.gz -o trimmed_reads/SRR1945585_1_trim.fastq.gz -O trimmed_reads/SRR1945585_2_trim.fastq.gz 
SRR1945586_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945586_fastp.html -j fastp_output/SRR1945586_pe_fastp.json -i SRR1945586_1.fastq.gz -I SRR1945586_2.fastq.gz -o trimmed_reads/SRR1945586_1_trim.fastq.gz -O trimmed_reads/SRR1945586_2_trim.fastq.gz 
SRR1945587_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945587_fastp.html -j fastp_output/SRR1945587_pe_fastp.json -i SRR1945587_1.fastq.gz -I SRR1945587_2.fastq.gz -o trimmed_reads/SRR1945587_1_trim.fastq.gz -O trimmed_reads/SRR1945587_2_trim.fastq.gz 
SRR1945588_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945588_fastp.html -j fastp_output/SRR1945588_pe_fastp.json -i SRR1945588_1.fastq.gz -I SRR1945588_2.fastq.gz -o trimmed_reads/SRR1945588_1_trim.fastq.gz -O trimmed_reads/SRR1945588_2_trim.fastq.gz 
SRR1945589_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945589_fastp.html -j fastp_output/SRR1945589_pe_fastp.json -i SRR1945589_1.fastq.gz -I SRR1945589_2.fastq.gz -o trimmed_reads/SRR1945589_1_trim.fastq.gz -O trimmed_reads/SRR1945589_2_trim.fastq.gz 
SRR1945590_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945590_fastp.html -j fastp_output/SRR1945590_pe_fastp.json -i SRR1945590_1.fastq.gz -I SRR1945590_2.fastq.gz -o trimmed_reads/SRR1945590_1_trim.fastq.gz -O trimmed_reads/SRR1945590_2_trim.fastq.gz 
SRR1945591_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945591_fastp.html -j fastp_output/SRR1945591_pe_fastp.json -i SRR1945591_1.fastq.gz -I SRR1945591_2.fastq.gz -o trimmed_reads/SRR1945591_1_trim.fastq.gz -O trimmed_reads/SRR1945591_2_trim.fastq.gz 
SRR1945592_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945592_fastp.html -j fastp_output/SRR1945592_pe_fastp.json -i SRR1945592_1.fastq.gz -I SRR1945592_2.fastq.gz -o trimmed_reads/SRR1945592_1_trim.fastq.gz -O trimmed_reads/SRR1945592_2_trim.fastq.gz 
SRR1945593_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945593_fastp.html -j fastp_output/SRR1945593_pe_fastp.json -i SRR1945593_1.fastq.gz -I SRR1945593_2.fastq.gz -o trimmed_reads/SRR1945593_1_trim.fastq.gz -O trimmed_reads/SRR1945593_2_trim.fastq.gz 
